ITEM,DESCRIPTION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
19812209A       ,DOUBLE UMBRELLA STRLLR TRUE RD,0,0,0,0,0,0,0,0,0,0,0,0
19812214A       ,DOUBLE UMBRELLA STROLLER RTARY,0,0,0,0,0,0,0,0,0,0,0,0
2021100,POSITION & LOCK CLASSIC GATE  ,0,0,0,0,0,0,0,0,0,0,0,0
2023916,POSITIN & LOCK GATE TAN .COM  ,0,7249,7477,8148,6980,6056,4000,4000,8910,11706,13873,10000
2025914,EVENFLO POSITION&LOCK BLUE.COM,0,0,0,0,0,0,0,0,0,0,0,0
2025915,EVENFLO POSITION&LOCK PINK.COM,0,143,0,0,0,0,0,0,0,0,0,0
2026900,POSITION AND LOCK FARMHOUSE   ,0,5137,6493,5642,5921,7720,10000,6000,3752,3755,3600,5000
23011812,PLAYSPACE 2PC EXT CREAM       ,0,0,0,0,0,192,200,200,463,275,463,373
23011813,PLAY SPACE 6PC CREAM          ,0,0,0,0,0,0,0,535,0,0,0,923
23011813A       ,EV VERS PLAYSPACE .COM CREAM  ,0,0,0,1467,1010,1001,932,506,4016,2446,0,495
23011969,EV VERS PLAYSPACE 2PC EXT ESPR,0,0,0,0,0,0,0,0,0,0,0,0
23011971,EV VERS PLAYSPACE .COM ESPRESO,0,0,0,0,0,0,0,0,0,0,0,0
23011971A       ,EV VERS PLAYSPACE .COM ESPRESO,0,0,0,0,0,0,0,0,0,0,0,0
23012148,PLAY SPACE COOL GRAY          ,0,5526,3950,4178,4417,6754,5500,6325,4748,9198,10638,13203
23012154,PLAY SPACE 2PNL EXT CL GY 423C,0,75,146,153,153,480,208,680,659,1481,1611,710
23012156,PLAY SPACE MULT COLOR         ,0,1273,1014,1018,2500,2410,2500,2000,1542,783,515,971
23012157,PLAY SPACE 2PNL EXT. MULTI COL,0,55,53,55,400,480,500,500,200,328,176,70
24HF1Y-TEAU     ,URBINI PRESTI TEAL            ,0,0,0,0,0,0,0,0,0,0,0,0
24HF2Y-DGYU     ,URBINI PRESTI DARK GRAY       ,0,0,0,0,0,0,0,0,0,0,0,0
24HG1Y-GRYU     ,URBINI ASENTI GRAY            ,0,0,0,0,0,0,0,0,0,0,0,0
24HG1Y-REDU     ,URBINI ASENTI RED             ,0,0,0,0,0,0,0,0,0,0,0,0
25311215,SYMMETRY HC KOI               ,0,0,0,0,0,0,0,0,0,0,0,0
25311234,SYMMETRY HC MARIANNA          ,0,25,25,25,5,5,5,5,5,5,5,5
25311434,SYMMETRY HC TAYLOR            ,0,0,0,0,0,0,0,0,0,0,0,0
25311778,SYMMETRY HIGH CHAIR LOGAN     ,0,2,3,0,0,0,0,0,0,0,0,0
25311874,SYMTRY HC HAYDEN DOT          ,0,0,0,0,0,0,10,10,10,10,10,10
25311881,SYMMETRY HC DAPHNE            ,0,51,36,41,43,32,45,15,15,15,11,15
25311894,SYMMETRY HC SPEARMINT SPREE   ,0,37,35,37,37,192,200,200,81,146,136,103
25311894A       ,SYMMETRY HC SPEARMINT SPREE   ,53,0,0,0,0,0,0,0,0,0,0,0
25311935,CLIFTON HC Y8030 SKY BLUE     ,0,0,0,0,0,0,0,0,0,0,0,0
25312029,CLIFTON HIGHCHAIR SMOKE GRAY  ,0,0,0,0,0,0,0,0,0,0,0,0
25HA3G-STE5U    ,"GB,ASANA35DLXCARSEAT,STERLING ",0,0,0,0,0,0,0,0,0,0,0,0
28111259,CONVERTIBL 3IN1 HC DOTTIE LIME,0,1254,1250,0,0,0,0,0,0,0,0,0
28111259A       ,CONVERTIBL 3IN1 HC DOTTIE LIME,0,666,655,655,0,0,0,0,0,0,0,0
28111271,CONVERTIBL 3IN1 HC DOTTIE ROSE,0,0,0,0,0,0,0,0,0,0,0,0
28111271A       ,CONVERTIBL 3IN1 HC DOTTIE ROSE,50,825,742,0,0,0,0,0,0,0,0,0
28112307,4IN1 EAT/GROW CNVRTBL HC PRISM,170,0,0,0,193,601,903,350,1323,1562,1155,1711
28112315,4IN1 EAT/GR CNVRTBL HC POPSTAR,150,0,0,0,387,1204,1805,75,0,0,0,0
28112316,4IN1 EAT/GROW CNVRTBL HC POPPY,0,0,0,0,193,512,873,260,702,511,1060,1562
30412310,GOLD SECUREMAX ONYX           ,0,0,0,0,0,0,0,0,0,0,0,0
30412311,GOLD SECUREMAX MOONSTONE      ,0,0,0,0,0,0,0,0,0,0,0,0
30412312,GOLD SECUREMAX SAPPHIRE       ,0,0,0,0,0,0,0,0,0,0,0,0
30412336,GOLD SECUREMAX GARNET         ,0,0,0,0,0,0,0,0,0,0,0,0
30412337,GOLD SECUREMAX OPAL           ,0,0,0,0,0,0,0,0,0,0,0,0
30511793,PLATINUM LITEMAX 35 MOONLITE  ,0,0,0,0,0,0,0,0,0,0,0,0
30511931,PLAT LTMX 35 MOON SHADOWS     ,0,0,0,0,0,0,0,0,0,0,0,0
30511978,SAFEMAX ICS NICO              ,0,0,0,0,0,0,0,0,0,0,0,0
30512004,PROSERIES LTMX PORTLAND TWEED ,0,0,0,0,0,0,0,0,0,0,0,0
30512027,PROSERIES LITEMAX ROSLYN      ,0,0,0,0,0,0,0,0,0,0,0,0
30512028,PROSERIES LITEMAX EUGENE TWEED,0,0,0,0,0,0,0,0,0,0,0,0
30512041,LITEMAX AZALEA                ,0,383,270,262,271,226,325,325,357,187,218,254
30512042,LITEMAX RIVER STONE           ,0,245,199,204,204,186,204,204,131,213,313,294
30512061,LITEMAX BAMBOO LEAF           ,0,113,98,36,101,192,100,100,269,150,80,205
30512171,ADV LITEMAX RAVEN JET SNSRSF  ,0,0,0,0,0,0,0,0,0,0,0,0
30512289,LITEMAX DLX MALLARD           ,70,40,71,100,20,20,20,20,20,20,20,30
30512290,LITEMAX DLX METEORITE         ,70,50,71,125,150,108,123,140,312,179,100,120
30611730,CHASE LX JASMIN               ,0,0,0,0,0,0,0,0,0,0,0,0
30611847,CHASE LX JUBILEE              ,291,1635,1337,1958,2411,3081,800,1250,2189,992,842,782
30611870,CHASE LX JAMESON              ,96,2460,2004,3764,4606,5273,1400,1700,897,1312,1300,1400
30612094,CHASE LX JAYDEN               ,0,450,594,1007,1325,1483,574,1000,423,629,610,398
30612160,CHASE LX MOONTREE             ,0,0,0,0,0,0,0,0,0,0,0,0
30621383,CHASE LX TONAL HEARTS         ,40,949,0,0,0,0,0,0,0,0,0,0
30621632,CHASE LX BERRY DOT            ,0,35,33,35,35,31,0,0,0,0,0,0
30622094,CHASE JAYDEN                  ,0,0,0,0,0,0,0,0,0,0,0,0
31011703,MAESTRO THUNDER               ,40,0,0,0,0,0,0,0,0,0,0,0
31021433,MAESTRO WESLEY                ,0,0,0,0,0,0,0,0,0,0,0,0
31021434,MAESTRO TAYLOR                ,0,0,0,0,0,0,0,0,0,0,0,0
31311984,PROCOMFORT RIGHTFIT GRIFFIN   ,0,0,0,0,0,0,0,0,0,0,0,0
31312082,RIGHT FIT KRYPTON             ,0,0,0,0,0,0,0,0,0,0,0,0
31321724,RIGHTFIT CARBON               ,0,0,0,0,0,0,0,0,0,0,0,0
31411645,AMP LX HIGHBACK BRIT          ,0,0,0,0,0,0,0,0,0,0,0,0
31911120,AMP HIGHBACK MEDFORD          ,0,0,0,0,0,0,0,0,0,0,0,0
31911431,BIG KID AMP SPROCKET          ,0,4369,3749,5803,7113,8553,6869,3250,3215,3878,2800,2500
31911432,BK AMP CARRISSA               ,70,0,0,0,0,0,0,0,343,1496,2366,1700
31911678,BIG KID NAPERVILLE            ,0,0,0,0,0,0,0,0,0,0,0,0
31911717,BIG KID HIGH BACK PHOEBE      ,0,0,0,0,0,0,0,0,0,0,0,0
31911718,BIG KID HIGH BACK DENVER      ,78,2793,1786,5960,7327,5577,1289,1289,2069,657,450,846
31911745,BIG KID AMP HIGHBACK HEATWAVE ,0,0,0,0,0,0,0,0,0,0,0,0
31912230,BIG KID LX STATIC BLACK       ,0,4227,2841,2754,2539,7228,2500,3350,3428,3544,4382,3060
31912347,BIG KID LX BRIGHTON           ,0,0,0,0,0,0,0,0,0,0,0,0
31922230,BIG KID LX STATIC BLACK       ,0,0,0,0,0,0,0,0,0,0,0,0
32121400,EMBRACE BASE                  ,0,0,0,0,0,0,0,0,0,0,0,0
32131400,EMBRACE BLACK BASE            ,0,111,107,111,111,100,111,0,0,3,10,10
34011243,AMP PERFORMANCE NO BACK RED   ,0,0,0,0,0,0,0,0,0,0,0,0
34011244,AMP PERFORMANCE NO BACK PINK  ,0,0,0,0,0,0,0,0,0,0,0,0
34021606,AMP PERFORMANCE DLX BLACK     ,0,0,0,0,0,0,0,0,0,0,0,0
34111403,AMP SELECT BUTTERFLY          ,0,0,0,0,0,0,0,0,0,0,0,0
34111423,AMP LX POP BLUE               ,0,0,0,0,0,0,0,0,0,0,0,0
34111441,AMP SELECT FLAMES             ,0,143,236,60,194,109,0,0,0,0,140,12
34112328,BIGKID AMP NOBACK BLACK CHVRN ,21,100,299,200,0,0,0,0,0,0,8,27
34112329,BIGKID AMP NOBACK GRAY GEO    ,21,13,25,50,0,0,0,0,19,0,0,0
34112330,BIGKID AMP NOBACK BSTR PNKFLWR,7,122,214,122,0,0,0,0,309,223,0,0
34211922,SPECTRUM TEAL TRACE           ,0,182,183,513,654,687,195,185,179,132,117,197
34211962,SPECTRUM SEASCAPE             ,0,230,0,0,0,238,150,150,146,248,142,74
34212025,SPECTRUM VARSITY BLUE         ,0,63,0,0,0,0,0,0,0,0,0,0
34212026,SPECTRUM FUSCHIA SHOCK        ,0,84,83,91,175,136,100,100,122,135,50,75
34212035,SPECTRUM BUBBLY BLUE          ,0,137,130,63,0,0,0,0,162,189,88,31
34212036,SPECTRUM CORNERSTONE          ,0,0,0,0,0,0,0,0,0,0,0,0
34212054,SPECTRUM FOGGY                ,0,113,107,113,113,101,113,113,76,125,157,135
34212058,SPECTRUM POPPY PINK           ,0,122,116,122,122,111,122,122,73,215,100,117
34212273,SPECTRUM SUNRISE              ,0,225,125,135,100,192,300,200,149,200,200,100
34411900,EVOLVE 3N1 WATERFALL MIST     ,0,18,19,20,22,18,0,0,0,0,0,0
34411920,EVOLVE 3N1 PINK DAISIES       ,10,19,19,19,0,0,0,0,0,0,0,0
34411927,SAFEMAX 3 IN 1 CRIMSON        ,0,0,0,0,0,0,0,0,0,0,0,0
34411930,SAFEMAX 3 IN 1 SHILOH         ,0,11,9,0,0,0,0,0,0,0,0,0
34411963,SAFEMAX 3 IN 1 PURPLE BERRY   ,0,0,0,0,0,0,0,0,0,7,0,0
34412020,ADVANCED EVOLVE LX BERRY BLISS,0,4,4,3,0,0,0,0,0,0,0,0
34412066,PLATINUM EVOLVE CHRCOAL STRIPE,0,16,16,16,16,16,16,16,16,16,18,13
34412115,SAFEMAX 3IN1 BSTR CHARCOAL FZZ,0,0,0,0,0,0,0,0,0,0,0,0
34412274,EVOLVE 3 IN 1 VAPOR           ,0,20,25,30,33,34,10,10,0,0,4,5
34421029,TRANSITIONS 3IN1 LEGACY       ,0,0,0,0,0,0,0,0,0,0,0,0
34421686,TRANSITIONS 3 IN 1 MERCURY    ,0,0,0,0,0,0,0,0,0,0,0,0
34421695,TRANSITIONS 3-IN-1 MALEAH     ,0,0,0,0,0,0,0,0,0,0,0,0
34421933,PLATINUM EVOLVE IMAGINATION   ,0,0,0,0,0,0,0,0,0,0,0,0
34421934,PLATINUM EVOLVE DREAMER       ,0,0,0,0,0,0,0,0,0,0,0,0
34511557,SYMPHONY LX CRETE             ,0,2,7,8,60,56,60,60,14,30,13,25
34511714,SYMPHONY LX KRONUS            ,98,363,207,210,165,523,200,200,158,200,50,166
34511715,SYMPHONY LX HARRISON          ,22,29,57,73,173,44,75,75,77,83,24,88
34512064,PLATINUM SYMPHONY LX SAHARA   ,22,0,0,0,0,0,0,0,0,0,0,0
34512247,PLATINUM SYMPHNY LX MONTGOMERY,5,244,91,150,0,25,50,100,0,0,0,0
34512333,SYMPHONY SPORT BLUE HORIZON   ,100,0,55,100,0,0,0,0,0,0,0,0
34512334,SYMPHONY SPORT GRAY ASH       ,100,45,90,200,0,0,0,0,0,3,28,103
34512335,SYMPHONY SPORT CHARCOAL SHADOW,50,10,44,88,10,10,10,10,10,35,36,45
34512335C       ,SYMPHONY SPORT CHARCOAL SHADOW,0,0,0,0,0,0,0,0,0,0,0,0
34611649,SYMPHONY DLX MARTINA          ,0,0,0,0,0,0,0,0,0,0,0,0
34611709,SYMPHONY ELITE PARAMOUNT      ,185,904,621,588,884,850,600,600,707,266,213,480
34611716,SYMPHONY ELITE MODESTO        ,50,693,360,367,0,0,0,0,0,0,0,0
34611979,SYMPHNY ELITE RASPBERRY SORBET,0,0,0,0,0,0,0,0,0,35,35,45
34612083,SYMPHONY DLX PINNACLE         ,0,27,36,55,82,48,50,50,21,9,6,6
34612084,SYMPHONY DLX APEX             ,0,64,88,100,20,20,20,20,20,8,10,10
34612173,PLAT SYMPHONY DLX ASHLAND GRAY,11,86,39,42,45,71,50,50,0,30,16,25
34631358,SYMPHONY ELITE PORTER         ,0,0,0,0,0,0,0,0,0,0,0,0
34711958,SONUS DAHLIA                  ,0,0,0,0,0,0,0,0,120,0,0,0
34712039,SONUS BOOMERANG BLUE          ,0,0,0,0,0,238,250,250,200,150,246,150
34712040,SONUS STRAWBERRY PINK         ,0,0,0,0,0,76,80,80,98,80,80,80
34712059,SONUS LAVA RED                ,0,77,65,65,101,73,99,45,24,91,83,131
34712060,SONUS CHARCOAL SKY            ,0,796,260,845,532,961,400,400,751,805,796,800
34712144,SONUS CITY LIGHTS             ,0,0,0,0,0,0,0,0,0,0,0,0
34712162,SONUS DEERFIELD               ,0,132,184,188,188,168,550,700,99,60,180,135
34712279,SONUS AMETHYST                ,0,142,125,130,64,57,60,83,0,98,70,56
34812007,SONUS 65 SOUND WAVE           ,60,30,0,0,30,28,30,30,30,30,30,36
34812023,SONUS65 ROCCO RED             ,0,8,5,6,6,5,6,6,5,6,5,6
34812024,SONUS65 BERRY BEAT            ,0,3,3,3,3,3,3,3,3,3,3,3
34912200,MAESTRO SPORT LAYTON          ,0,0,0,0,65,0,0,0,0,0,0,0
34912203,MAESTRO SPORT GRANITE         ,0,728,481,2000,2500,2814,2500,2500,2246,1322,2248,1700
34912204,MAESTRO SPORT WHITNEY         ,0,271,88,1500,2600,3034,900,1500,1038,374,1047,684
34912258,MAESTRO SPORT CRESTONE PEAKS  ,0,3878,2273,1520,0,3858,3000,2500,986,1546,1172,988
34912366,MAESTRO SPORT PALISADE        ,0,0,0,0,0,0,0,0,0,101,136,253
34922258,MAESTRO SPORT CRESTONE PEAKS  ,0,0,0,0,0,0,0,0,0,0,0,0
36211411,NURTURE SABRINA               ,0,0,0,0,0,0,0,0,0,0,0,0
36211733,NURTURE LX KIRI               ,0,0,0,0,0,0,0,0,0,0,0,0
36212069,Nurture Teal Confetti         ,0,0,0,0,0,0,0,0,0,0,0,0
36212070,NURTURE PINK BLOOM            ,0,0,0,0,0,0,0,0,0,0,0,234
36212071,NURTURE BECKETT               ,0,50,94,125,0,0,0,0,0,0,0,0
36212170,NURTURE PARKER                ,0,225,186,190,20,0,0,0,0,0,0,0
36212232,NURTURE MAX                   ,0,0,0,0,0,0,0,0,0,0,0,0
