FRC,ITEM,DESCRIPTION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
FAW,62311880,EXER TRPFN WRLDEXPLR W FBRMAT ,2.61,1.74,261.33,204.71,156.8,109.76,156.8,154.19,183.81,130.67,461.69,281.37
FAW,62912142,2IN1 BNC ACT CTR ART TBL GLSEA,25,25,142,0,30,30,0,0,0,0,0,0
FAW,62922142,2IN1 BNC ACTCTRARTTBL GLSEA RW,0,0,0,0,0,0,140.67,159.43,187.56,93.78,375.13,208.2
FAW,630020,HEAD BODY SPPRT PLLW HTHRD CLD,0,0,0,0,0,0,0,0,0,0,0,0
FAW,630060,PARALLEL ADAPTER GRACO CHICCO ,0,0,107,103,30,0,0,0,0,0,0,0
FAW,63012254,PVT XPND STRL SCNDSEAT PRCHRN ,41,41,0,0,0,0,65,100,103,238,338,318
FAW,63012255,PVT XPAND SECOND SEAT STALLION,8,8,0,0,0,0,0,260,420,154,430,366
FAW,63012310,GOLD PVTXPND 2NDSEAT ONYX     ,7.5,7.5,8,7.5,7.5,7.5,0,0,0,0,0,0
FAW,63012311,GOLD PVTXPND 2NDSEAT MOONSTONE,12.5,12.5,13,12.5,12,12.5,0,0,0,0,0,0
FAW,63012312,GOLD PVTXPND 2NDSEAT SAPPHIRE ,15,14.5,15.5,15,14.5,15,0,0,0,0,0,0
FAW,630421,RAIN CARRIER COVER            ,8,8,0,0,90,111,60,100,50,50,50,50
FAW,630422,CAR WINDOW CLING SHADES       ,8,8,330,130,150,200,50,50,90,100,100,104
FAW,630423,CAR SEAT KICK MAT             ,7.38,7.38,184.62,92.31,276.92,192.92,18.46,64.62,129.23,92.31,92.31,83.08
FAW,630424,STRLLR ACCSSRIES STARTER KIT  ,8,8,100,0,100,170,120,170,180,222,250,252
FAW,630425,DELUXE CAR SEAT UNDERMAT      ,20,20,0,0,90,24,100,298,233,233,233,233
FAW,630426,UNIVERSAL CUP HOLDER          ,20,20,261,0,24,24,100,30,40,100,30,24
FAW,630427,CAR SEAT TRAVEL BAG           ,20,20,0,0,0,5,168,122,90,153,133,133
FAW,630428,CAR SEAT TRAVEL BAG W WHEELS  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,630429,DELUX BACKSEAT ORGANIZER      ,10,10,210,130,220,111,50,90,90,90,40,90
FAW,630430,ARM CUSHION                   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,630431,BACKSEAT BABY MIRROR          ,10,10,252,130,300,62,30,150,50,230,80,72
FAW,630432,REVERSIBLE STRAP COVERS       ,5,5,33,33,30,39,0,0,5,0,0,0
FAW,630433,STROLLER ORGANIZER            ,10,10,252,0,0,33,145,90,50,133,200,111
FAW,630434,STROLLER NETTING              ,9.57,9.57,241.04,124.35,143.48,95.65,181.74,201.83,143.48,220,153.04,160.7
FAW,630436,STROLLER WEATHER SHIELD       ,18.18,18.18,90.91,30.91,84.55,70.91,45.45,27.27,36.36,90.91,45.45,49.09
FAW,630437,CARSEAT ACCESS STARTER KIT    ,20,20,0,0,90,52,50,12,0,0,14,30
FAW,630439,PIVOT XPAND RIDER BOARD       ,75,75,51,100,0,0,0,0,0,0,35,48.5
FAW,630440,PIVOT XPAND CAR SEAT ADAPTER  ,88.5,85.5,86,0,0,0,0,0,0,0,0,0
FAW,6391600,LITEMAX 35 BASE               ,17.78,17.78,604.48,216.9,395.58,467.58,439.14,406.25,355.58,358.24,622.26,512.03
FAW,6391700,SAFEMAX ICS BASE              ,37.79,37.79,145.51,94.49,933.53,399.68,409.13,409.13,455.43,738.89,188.97,614.16
FAW,64021461,NURTURE BLACK BASE            ,0.71,0.71,264.84,70.62,63.56,56.5,141.25,70.62,42.37,211.87,105.94,19.07
FAW,6622100,POSITION & LOCK TALL GATE .COM,13.41,13.41,9933.66,4917.21,7152.3,8641.77,3411.65,3898.9,14155.3,1788.08,2056.29,3576.15
FAW,6624300,POSITION AND LOCK TALL FRMHSE ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,6624310,POSITION AND LOCK TALL FRMHSE ,295.08,295.08,168.19,590.15,410.16,1245.23,4426.16,2950.77,1967.18,2950.77,2950.77,1672.1
FAW,70211874,PBS DLX PLYYRD HAYDEN DOT     ,29.19,29.19,29.19,29.19,29.19,29.19,24.33,43.09,33.36,41.7,48.65,47.26
FAW,70211881,PBS DLX DAPHNE                ,8.8,7.77,70.42,24.85,51.78,62.14,63.69,72.49,133.08,25.89,25.89,51.78
FAW,70211894,PBS DLX SPEARMINT SPREE       ,69.02,69.02,429.8,65.25,313.73,208.94,219.61,219.61,188.24,195.76,206.43,200.78
FAW,70221215,PBS DELUXE KOI                ,3.84,3.84,90.79,26.87,38.39,38.39,22.07,33.59,34.17,34.55,38.39,37.43
FAW,70221234,PBS DELUXE MARIANNA           ,9.25,9.25,176.19,80.31,142.61,131.41,156.24,145.53,208.31,97.34,146.01,170.35
FAW,70511936,ARDEN PLAYYARD H965 SKY BLUE  ,24,5,0,0,0,0,0,0,0,0,0,0
FAW,70712108,PTBLE BBYST CLSSC PLYRD P OCHD,65.92,65.92,177.59,232.65,462.98,620.41,606.45,697.96,861.59,688.65,861.59,646
FAW,70712109,PTBLE BBYST CLSSC PLYRD SLVRDO,131.22,131.22,201.95,3.72,369.47,558.39,802.23,930.66,1954.38,1023.72,3722.63,1861.31
FAW,70812110,ARENA 4 IN 1 PLAYARD DASH     ,14.8,14.8,10.5,3.82,31.98,28.64,42,31.02,26.73,30.07,25.3,33.41
